#id	length	GC	avg.qual	sample
SRR23295635.17239	1428	56.16	40.06	SRR23295635
SRR23295635.17240	1481	50.03	27.41	SRR23295635
SRR23295635.17241	1390	52.37	22.95	SRR23295635
SRR23295635.17242	1150	66.43	74.54	SRR23295635
SRR23295635.17243	1458	57.27	43.94	SRR23295635
SRR23295635.17244	1407	53.09	93.00	SRR23295635
SRR23295635.17245	1455	56.63	24.77	SRR23295635
SRR23295635.17246	1447	56.19	67.59	SRR23295635
SRR23295635.17247	1459	55.38	23.90	SRR23295635
SRR23295635.17248	1481	49.43	93.00	SRR23295635
SRR23295635.17249	1406	56.97	73.46	SRR23295635
SRR23295635.17250	1447	56.19	92.77	SRR23295635
SRR23295635.17251	1458	56.52	24.48	SRR23295635
SRR23295635.17252	1491	56.47	36.70	SRR23295635
SRR23295635.17253	1401	51.11	84.69	SRR23295635
SRR23295635.17254	1434	55.02	20.88	SRR23295635
SRR23295635.17255	1474	55.02	20.22	SRR23295635
SRR23295635.17256	1482	49.60	56.81	SRR23295635
SRR23295635.17257	1447	59.36	38.11	SRR23295635
SRR23295635.17258	1435	53.10	31.89	SRR23295635
SRR23295635.17259	1417	56.60	26.33	SRR23295635
SRR23295635.17260	1437	54.35	25.06	SRR23295635
SRR23295635.17261	1448	55.80	29.31	SRR23295635
SRR23295635.17262	1396	52.29	41.41	SRR23295635
SRR23295635.17263	1423	50.25	32.72	SRR23295635
SRR23295635.17264	1469	55.48	20.54	SRR23295635
SRR23295635.17265	1456	54.05	93.00	SRR23295635
SRR23295635.17266	1483	49.56	40.24	SRR23295635
SRR23295635.17267	1452	56.82	26.98	SRR23295635
SRR23295635.17268	1458	56.86	50.64	SRR23295635
SRR23295635.17269	1397	42.88	60.03	SRR23295635
SRR23295635.17270	1430	55.59	26.42	SRR23295635
SRR23295635.17271	1482	49.53	26.12	SRR23295635
SRR23295635.17272	1481	56.04	24.09	SRR23295635
SRR23295635.17273	1483	49.43	24.19	SRR23295635
SRR23295635.17274	1440	56.25	92.88	SRR23295635
SRR23295635.17275	1483	49.29	31.85	SRR23295635
SRR23295635.17276	1452	56.75	24.09	SRR23295635
SRR23295635.17277	1447	55.70	93.00	SRR23295635
SRR23295635.17278	1499	54.30	28.63	SRR23295635
SRR23295635.17279	1541	32.64	73.81	SRR23295635
SRR23295635.17280	1482	49.39	85.79	SRR23295635
SRR23295635.17281	1447	55.77	33.37	SRR23295635
SRR23295635.17282	1416	53.95	23.86	SRR23295635
SRR23295635.17283	1432	56.84	25.13	SRR23295635
SRR23295635.17284	1472	58.97	23.22	SRR23295635
SRR23295635.17285	1481	49.43	76.59	SRR23295635
SRR23295635.17286	1485	54.48	73.22	SRR23295635
SRR23295635.17287	1403	55.74	71.17	SRR23295635
SRR23295635.17288	1450	57.45	33.41	SRR23295635
SRR23295635.17289	1398	56.37	26.04	SRR23295635
SRR23295635.17290	1468	56.81	26.62	SRR23295635
SRR23295635.17291	1387	55.95	35.54	SRR23295635
SRR23295635.17292	1477	58.97	26.64	SRR23295635
SRR23295635.17293	1396	52.15	91.58	SRR23295635
SRR23295635.17294	1474	49.73	24.05	SRR23295635
SRR23295635.17295	1471	51.87	66.66	SRR23295635
SRR23295635.17296	1481	49.49	37.80	SRR23295635
SRR23295635.17297	1448	55.87	26.15	SRR23295635
SRR23295635.17298	1443	56.76	42.22	SRR23295635
SRR23295635.17299	1409	39.39	93.00	SRR23295635
SRR23295635.17300	1444	55.61	28.81	SRR23295635
SRR23295635.17301	1506	49.67	22.02	SRR23295635
SRR23295635.17302	1408	55.89	55.42	SRR23295635
SRR23295635.17303	1436	45.06	71.13	SRR23295635
SRR23295635.17304	1481	49.56	57.90	SRR23295635
SRR23295635.17305	1451	56.44	92.84	SRR23295635
SRR23295635.17306	1383	56.47	25.87	SRR23295635
SRR23295635.17307	1444	56.72	20.29	SRR23295635
SRR23295635.17308	1468	57.56	93.00	SRR23295635
SRR23295635.17309	1447	59.57	27.44	SRR23295635
SRR23295635.17310	1461	55.44	51.10	SRR23295635
SRR23295635.17311	1475	54.31	61.68	SRR23295635
SRR23295635.17312	1484	49.39	35.30	SRR23295635
SRR23295635.17313	1440	57.71	92.82	SRR23295635
SRR23295635.17314	1458	58.09	79.29	SRR23295635
SRR23295635.17315	1587	51.67	21.95	SRR23295635
SRR23295635.17316	1413	54.28	27.12	SRR23295635
SRR23295635.17317	1483	49.49	24.23	SRR23295635
SRR23295635.17318	1466	56.75	21.93	SRR23295635
SRR23295635.17319	1458	55.35	22.10	SRR23295635
SRR23295635.17320	1460	53.08	33.50	SRR23295635
SRR23295635.17321	1444	58.86	93.00	SRR23295635
SRR23295635.17322	1444	55.54	32.30	SRR23295635
SRR23295635.17323	1390	49.64	46.16	SRR23295635
SRR23295635.17324	1462	57.32	26.24	SRR23295635
SRR23295635.17325	1407	55.93	22.98	SRR23295635
SRR23295635.17326	1474	51.36	32.42	SRR23295635
SRR23295635.17327	1448	51.38	73.72	SRR23295635
SRR23295635.17328	1406	56.83	38.36	SRR23295635
SRR23295635.17329	1474	54.27	75.59	SRR23295635
SRR23295635.17330	1410	52.41	92.43	SRR23295635
SRR23295635.17331	1434	55.86	92.94	SRR23295635
SRR23295635.17332	1443	56.06	19.93	SRR23295635
SRR23295635.17333	1444	55.26	31.82	SRR23295635
SRR23295635.17334	1433	56.39	31.86	SRR23295635
SRR23295635.17335	1391	56.51	25.08	SRR23295635
SRR23295635.17336	1527	54.35	22.43	SRR23295635
SRR23295635.17337	1481	49.63	92.64	SRR23295635
SRR23295635.17338	1672	40.55	68.12	SRR23295635
SRR23295635.17339	1482	49.53	27.75	SRR23295635
SRR23295635.17340	1483	49.56	32.49	SRR23295635
SRR23295635.17341	1444	52.15	67.57	SRR23295635
SRR23295635.17342	1451	53.20	93.00	SRR23295635
SRR23295635.17343	1442	54.72	31.74	SRR23295635
SRR23295635.17344	1427	56.13	26.39	SRR23295635
SRR23295635.17345	1465	55.15	93.00	SRR23295635
SRR23295635.17346	1445	53.84	34.14	SRR23295635
SRR23295635.17347	1431	54.51	25.48	SRR23295635
SRR23295635.17348	1420	56.34	92.84	SRR23295635
SRR23295635.17349	1449	54.31	22.96	SRR23295635
SRR23295635.17350	1488	55.44	32.79	SRR23295635
SRR23295635.17351	1444	60.39	36.73	SRR23295635
SRR23295635.17352	1481	49.56	41.46	SRR23295635
SRR23295635.17353	1424	52.81	92.10	SRR23295635
SRR23295635.17354	1478	55.75	29.93	SRR23295635
SRR23295635.17355	1481	49.56	92.89	SRR23295635
SRR23295635.17356	1454	57.08	33.09	SRR23295635
SRR23295635.17357	1440	52.85	26.87	SRR23295635
SRR23295635.17358	1642	45.86	27.68	SRR23295635
SRR23295635.17359	1424	53.30	92.96	SRR23295635
SRR23295635.17360	1457	56.49	93.00	SRR23295635
SRR23295635.17361	1430	54.41	27.27	SRR23295635
SRR23295635.17362	1454	56.12	23.72	SRR23295635
SRR23295635.17363	1449	56.94	37.30	SRR23295635
SRR23295635.17364	1481	49.56	49.25	SRR23295635
SRR23295635.17365	1438	55.63	34.89	SRR23295635
SRR23295635.17366	1454	49.66	20.65	SRR23295635
SRR23295635.17367	1389	56.59	68.33	SRR23295635
SRR23295635.17368	1447	57.57	23.56	SRR23295635
SRR23295635.17369	1480	49.46	30.19	SRR23295635
SRR23295635.17370	1516	50.92	47.08	SRR23295635
SRR23295635.17371	1462	56.09	32.43	SRR23295635
SRR23295635.17372	1714	47.02	42.75	SRR23295635
SRR23295635.17373	1396	52.29	37.45	SRR23295635
SRR23295635.17374	1464	55.67	32.48	SRR23295635
SRR23295635.17375	1481	49.36	55.70	SRR23295635
SRR23295635.17376	1419	56.10	30.08	SRR23295635
SRR23295635.17377	1471	57.92	22.71	SRR23295635
SRR23295635.17378	1444	55.61	23.82	SRR23295635
SRR23295635.17379	1423	55.02	26.96	SRR23295635
SRR23295635.17380	1485	49.63	22.04	SRR23295635
SRR23295635.17381	1474	54.34	85.62	SRR23295635
SRR23295635.17382	1410	55.11	64.40	SRR23295635
SRR23295635.17383	1434	57.11	24.85	SRR23295635
SRR23295635.17384	1484	55.53	44.61	SRR23295635
SRR23295635.17385	1420	56.06	29.58	SRR23295635
SRR23295635.17386	1409	56.49	30.03	SRR23295635
SRR23295635.17387	1463	57.28	28.26	SRR23295635
SRR23295635.17388	1440	53.12	30.02	SRR23295635
SRR23295635.17389	1430	55.38	30.62	SRR23295635
SRR23295635.17390	1458	55.83	23.74	SRR23295635
SRR23295635.17391	1478	49.53	22.58	SRR23295635
SRR23295635.17392	1407	55.79	93.00	SRR23295635
SRR23295635.17393	1440	55.07	49.43	SRR23295635
SRR23295635.17394	1440	56.81	20.55	SRR23295635
SRR23295635.17395	1481	49.63	34.57	SRR23295635
SRR23295635.17396	1481	49.56	36.07	SRR23295635
SRR23295635.17397	1434	56.49	49.56	SRR23295635
SRR23295635.17398	1414	55.30	87.87	SRR23295635
SRR23295635.17399	1482	49.39	32.65	SRR23295635
SRR23295635.17400	1421	53.20	93.00	SRR23295635
SRR23295635.17401	1481	49.43	30.65	SRR23295635
SRR23295635.17402	1481	49.43	44.56	SRR23295635
SRR23295635.17403	1480	49.59	44.63	SRR23295635
SRR23295635.17404	1479	49.63	23.94	SRR23295635
SRR23295635.17405	1408	54.90	36.01	SRR23295635
SRR23295635.17406	1482	49.53	29.85	SRR23295635
SRR23295635.17407	1481	49.36	92.61	SRR23295635
SRR23295635.17408	1460	56.37	20.25	SRR23295635
SRR23295635.17409	1449	55.62	28.42	SRR23295635
SRR23295635.17410	1479	57.34	39.56	SRR23295635
SRR23295635.17411	1447	55.63	92.86	SRR23295635
SRR23295635.17412	1440	52.85	68.36	SRR23295635
SRR23295635.17413	1447	55.98	90.28	SRR23295635
SRR23295635.17415	1386	56.42	23.63	SRR23295635
SRR23295635.17416	1456	55.22	23.43	SRR23295635
SRR23295635.17417	1468	50.48	33.15	SRR23295635
SRR23295635.17418	1453	55.82	20.98	SRR23295635
SRR23295635.17419	1405	52.10	32.49	SRR23295635
SRR23295635.17420	1458	57.61	92.99	SRR23295635
SRR23295635.17421	1446	56.29	21.22	SRR23295635
SRR23295635.17422	1423	56.15	30.10	SRR23295635
SRR23295635.17423	1472	55.64	48.91	SRR23295635
SRR23295635.17424	1451	57.41	38.49	SRR23295635
SRR23295635.17425	1483	49.56	30.49	SRR23295635
SRR23295635.17426	1481	49.56	83.86	SRR23295635
SRR23295635.17427	1481	49.43	93.00	SRR23295635
SRR23295635.17428	1418	53.03	93.00	SRR23295635
SRR23295635.17429	1424	52.18	28.89	SRR23295635
SRR23295635.17430	1448	59.05	40.37	SRR23295635
SRR23295635.17431	1449	55.00	37.96	SRR23295635
SRR23295635.17432	1416	59.18	31.91	SRR23295635
SRR23295635.17433	1405	56.16	30.69	SRR23295635
SRR23295635.17434	1409	39.39	65.44	SRR23295635
SRR23295635.17435	1404	55.06	24.92	SRR23295635
SRR23295635.17436	1503	51.16	23.68	SRR23295635
SRR23295635.17437	1482	49.73	24.32	SRR23295635
SRR23295635.17438	1429	55.70	22.73	SRR23295635
SRR23295635.17439	1503	51.23	22.30	SRR23295635
SRR23295635.17440	1448	51.38	93.00	SRR23295635
SRR23295635.17441	1481	49.43	92.99	SRR23295635
SRR23295635.17442	1481	49.56	42.84	SRR23295635
SRR23295635.17443	1470	53.88	72.17	SRR23295635
SRR23295635.17444	1580	58.42	23.01	SRR23295635
SRR23295635.17445	1458	46.43	92.91	SRR23295635
SRR23295635.17446	1521	56.34	26.12	SRR23295635
SRR23295635.17447	1465	51.26	47.81	SRR23295635
SRR23295635.17448	1487	49.63	20.55	SRR23295635
SRR23295635.17449	1461	51.27	42.41	SRR23295635
SRR23295635.17450	1451	55.27	20.90	SRR23295635
SRR23295635.17451	1441	58.57	26.85	SRR23295635
SRR23295635.17452	1461	57.56	24.27	SRR23295635
SRR23295635.17453	1410	54.68	25.99	SRR23295635
SRR23295635.17454	1387	56.52	37.50	SRR23295635
SRR23295635.17455	1458	58.02	27.94	SRR23295635
SRR23295635.17456	1405	55.87	25.91	SRR23295635
SRR23295635.17457	1444	60.39	29.34	SRR23295635
SRR23295635.17458	1426	56.10	30.60	SRR23295635
SRR23295635.17459	1481	49.29	66.70	SRR23295635
SRR23295635.17460	1482	49.53	38.71	SRR23295635
SRR23295635.17461	1437	54.98	20.62	SRR23295635
SRR23295635.17462	1453	57.12	89.90	SRR23295635
SRR23295635.17463	1457	57.24	26.27	SRR23295635
SRR23295635.17464	1490	49.73	21.16	SRR23295635
SRR23295635.17465	1436	53.55	23.99	SRR23295635
SRR23295635.17466	1443	51.35	44.49	SRR23295635
SRR23295635.17467	1422	56.12	25.15	SRR23295635
SRR23295635.17468	1482	49.39	46.83	SRR23295635
SRR23295635.17469	1480	55.88	20.13	SRR23295635
SRR23295635.17470	1451	59.06	24.13	SRR23295635
SRR23295635.17471	1478	49.66	26.00	SRR23295635
SRR23295635.17472	1448	53.04	66.60	SRR23295635
SRR23295635.17473	1421	57.21	25.80	SRR23295635
SRR23295635.17474	1412	55.67	80.25	SRR23295635
SRR23295635.17475	1460	55.21	91.94	SRR23295635
SRR23295635.17476	1445	55.16	89.71	SRR23295635
SRR23295635.17477	1427	56.48	26.02	SRR23295635
SRR23295635.17478	1435	56.03	73.25	SRR23295635
SRR23295635.17479	1432	50.56	26.79	SRR23295635
SRR23295635.17480	1424	52.81	46.53	SRR23295635
SRR23295635.17481	1483	50.17	33.93	SRR23295635
SRR23295635.17482	1476	55.28	21.09	SRR23295635
SRR23295635.17483	1425	54.11	89.20	SRR23295635
SRR23295635.17484	1467	49.35	41.54	SRR23295635
SRR23295635.17485	1410	48.16	93.00	SRR23295635
SRR23295635.17486	1394	53.16	26.13	SRR23295635
SRR23295635.17487	1420	51.27	93.00	SRR23295635
SRR23295635.17488	1430	56.15	23.09	SRR23295635
SRR23295635.17489	1482	49.53	26.66	SRR23295635
SRR23295635.17490	1422	56.19	20.86	SRR23295635
SRR23295635.17491	1459	56.34	26.38	SRR23295635
SRR23295635.17492	1523	50.89	53.83	SRR23295635
SRR23295635.17493	1445	55.78	26.02	SRR23295635
SRR23295635.17494	1440	58.89	26.88	SRR23295635
SRR23295635.17496	1481	49.43	93.00	SRR23295635
SRR23295635.17497	1482	49.53	43.86	SRR23295635
SRR23295635.17498	1414	55.02	21.30	SRR23295635
SRR23295635.17499	1450	57.59	26.59	SRR23295635
SRR23295635.17500	1446	57.88	21.85	SRR23295635
SRR23295635.17501	1483	50.24	92.43	SRR23295635
SRR23295635.17502	1392	52.30	93.00	SRR23295635
SRR23295635.17503	1453	59.39	23.87	SRR23295635
SRR23295635.17504	1447	55.77	92.31	SRR23295635
SRR23295635.17505	1457	55.25	92.99	SRR23295635
SRR23295635.17506	1540	55.84	20.14	SRR23295635
SRR23295635.17507	1478	51.01	42.66	SRR23295635
SRR23295635.17508	1420	55.85	52.01	SRR23295635
SRR23295635.17509	1453	58.57	84.54	SRR23295635
SRR23295635.17510	1474	51.15	31.39	SRR23295635
SRR23295635.17511	1548	43.41	30.64	SRR23295635
SRR23295635.17512	1478	52.98	26.16	SRR23295635
SRR23295635.17513	1481	49.49	67.69	SRR23295635
SRR23295635.17514	1444	57.62	56.40	SRR23295635
SRR23295635.17515	1412	55.59	92.99	SRR23295635
SRR23295635.17516	1486	49.80	20.74	SRR23295635
SRR23295635.17517	1459	58.12	24.18	SRR23295635
SRR23295635.17518	1474	49.53	23.91	SRR23295635
SRR23295635.17519	1448	59.74	22.94	SRR23295635
SRR23295635.17520	1424	56.32	20.16	SRR23295635
SRR23295635.17521	1446	55.95	67.44	SRR23295635
SRR23295635.17522	1481	49.43	92.71	SRR23295635
SRR23295635.17523	1485	49.43	32.43	SRR23295635
SRR23295635.17524	1407	51.31	30.61	SRR23295635
SRR23295635.17525	1480	49.53	24.48	SRR23295635
SRR23295635.17526	1458	55.69	34.48	SRR23295635
SRR23295635.17527	1482	49.53	33.15	SRR23295635
SRR23295635.17528	1407	53.87	31.42	SRR23295635
SRR23295635.17529	1409	39.32	32.98	SRR23295635
SRR23295635.17530	1410	48.16	92.71	SRR23295635
SRR23295635.17531	1450	59.38	38.37	SRR23295635
SRR23295635.17532	1476	54.34	25.30	SRR23295635
SRR23295635.17533	1464	56.69	25.30	SRR23295635
SRR23295635.17534	1397	56.19	93.00	SRR23295635
SRR23295635.17535	1456	54.88	31.14	SRR23295635
SRR23295635.17536	1481	49.56	43.40	SRR23295635
SRR23295635.17537	1410	48.16	52.85	SRR23295635
SRR23295635.17538	1383	56.54	21.90	SRR23295635
SRR23295635.17539	1479	49.49	30.15	SRR23295635
SRR23295635.17540	1465	57.88	27.57	SRR23295635
SRR23295635.17541	1426	56.31	23.48	SRR23295635
SRR23295635.17542	1447	56.12	36.64	SRR23295635
SRR23295635.17543	1486	51.82	26.38	SRR23295635
SRR23295635.17544	1459	57.51	35.22	SRR23295635
SRR23295635.17545	1420	55.99	24.68	SRR23295635
SRR23295635.17546	1463	56.60	92.43	SRR23295635
SRR23295635.17547	1481	49.49	36.72	SRR23295635
SRR23295635.17548	1451	59.41	91.54	SRR23295635
SRR23295635.17549	1465	55.29	25.43	SRR23295635
SRR23295635.17550	1483	49.36	20.90	SRR23295635
SRR23295635.17551	1485	50.51	26.87	SRR23295635
SRR23295635.17552	1405	55.59	34.71	SRR23295635
SRR23295635.17553	1385	56.32	27.68	SRR23295635
SRR23295635.17554	1444	54.71	27.50	SRR23295635
SRR23295635.17555	1441	53.71	93.00	SRR23295635
SRR23295635.17556	1481	49.49	93.00	SRR23295635
SRR23295635.17557	1483	55.36	43.28	SRR23295635
SRR23295635.17558	1451	56.10	29.60	SRR23295635
SRR23295635.17559	1416	48.09	20.66	SRR23295635
SRR23295635.17560	1480	49.53	32.25	SRR23295635
SRR23295635.17561	1456	57.35	34.02	SRR23295635
SRR23295635.17562	1672	50.42	35.10	SRR23295635
SRR23295635.17563	1461	55.85	30.82	SRR23295635
SRR23295635.17564	1400	52.79	20.93	SRR23295635
SRR23295635.17565	1464	55.53	26.06	SRR23295635
SRR23295635.17566	1381	56.41	26.95	SRR23295635
SRR23295635.17567	1434	51.26	37.96	SRR23295635
SRR23295635.17568	1483	49.36	30.79	SRR23295635
SRR23295635.17569	1490	57.38	20.81	SRR23295635
SRR23295635.17570	1406	56.69	26.33	SRR23295635
SRR23295635.17571	1423	56.71	40.80	SRR23295635
SRR23295635.17572	1483	55.43	37.67	SRR23295635
SRR23295635.17573	1481	49.56	93.00	SRR23295635
SRR23295635.17574	1458	57.75	26.93	SRR23295635
SRR23295635.17575	1458	57.34	49.07	SRR23295635
SRR23295635.17576	1452	56.54	21.77	SRR23295635
SRR23295635.17577	1447	53.70	34.58	SRR23295635
SRR23295635.17578	1482	49.53	35.63	SRR23295635
SRR23295635.17579	1463	55.84	25.60	SRR23295635
SRR23295635.17580	1424	52.88	49.63	SRR23295635
SRR23295635.17581	1437	59.43	92.44	SRR23295635
SRR23295635.17582	1483	49.43	30.44	SRR23295635
SRR23295635.17583	1446	54.91	34.33	SRR23295635
SRR23295635.17584	1441	57.04	22.83	SRR23295635
SRR23295635.17585	1452	57.30	92.70	SRR23295635
SRR23295635.17586	1464	50.41	20.20	SRR23295635
SRR23295635.17587	1419	39.68	26.80	SRR23295635
SRR23295635.17588	1421	56.16	20.17	SRR23295635
SRR23295635.17589	1453	57.05	47.08	SRR23295635
SRR23295635.17590	1482	56.55	30.60	SRR23295635
SRR23295635.17591	1426	53.65	23.25	SRR23295635
SRR23295635.17592	1458	57.61	30.33	SRR23295635
SRR23295635.17593	1447	55.77	82.97	SRR23295635
SRR23295635.17594	1583	52.87	53.30	SRR23295635
SRR23295635.17595	1481	49.63	38.71	SRR23295635
SRR23295635.17597	1449	57.90	23.29	SRR23295635
SRR23295635.17598	1461	56.81	93.00	SRR23295635
SRR23295635.17599	1425	52.77	48.54	SRR23295635
SRR23295635.17600	1448	59.46	27.13	SRR23295635
SRR23295635.17601	1405	56.09	25.54	SRR23295635
SRR23295635.17602	1416	52.75	26.93	SRR23295635
SRR23295635.17603	1465	54.06	78.47	SRR23295635
SRR23295635.17604	1458	57.41	71.16	SRR23295635
SRR23295635.17605	1521	51.28	93.00	SRR23295635
SRR23295635.17606	1455	55.74	24.11	SRR23295635
SRR23295635.17607	1523	56.53	41.83	SRR23295635
SRR23295635.17608	1424	53.86	93.00	SRR23295635
SRR23295635.17609	1476	49.53	24.21	SRR23295635
SRR23295635.17610	1441	53.50	20.82	SRR23295635
SRR23295635.17611	1420	51.27	91.04	SRR23295635
SRR23295635.17612	1476	57.52	93.00	SRR23295635
SRR23295635.17613	1471	52.35	25.35	SRR23295635
SRR23295635.17614	1418	57.48	93.00	SRR23295635
SRR23295635.17615	1447	50.03	92.55	SRR23295635
SRR23295635.17616	1481	49.36	58.15	SRR23295635
SRR23295635.17617	1412	52.76	23.12	SRR23295635
SRR23295635.17618	1475	49.90	30.28	SRR23295635
SRR23295635.17619	1481	49.49	37.69	SRR23295635
SRR23295635.17620	1449	58.59	28.33	SRR23295635
SRR23295635.17621	1471	57.10	26.53	SRR23295635
SRR23295635.17622	1462	53.56	59.28	SRR23295635
SRR23295635.17623	1458	57.48	68.51	SRR23295635
SRR23295635.17624	1448	56.15	28.08	SRR23295635
SRR23295635.17625	1481	49.49	30.29	SRR23295635
SRR23295635.17626	1460	55.41	26.39	SRR23295635
SRR23295635.17627	1480	49.66	28.72	SRR23295635
SRR23295635.17628	1405	54.80	44.69	SRR23295635
SRR23295635.17629	1439	56.15	24.65	SRR23295635
SRR23295635.17630	1430	50.98	35.56	SRR23295635
SRR23295635.17631	1454	56.26	31.98	SRR23295635
SRR23295635.17632	1458	54.60	26.00	SRR23295635
SRR23295635.17633	1461	56.81	58.64	SRR23295635
SRR23295635.17634	1448	55.59	62.60	SRR23295635
SRR23295635.17635	1474	56.78	26.25	SRR23295635
SRR23295635.17636	1482	49.46	36.66	SRR23295635
SRR23295635.17637	1443	52.60	78.32	SRR23295635
SRR23295635.17638	1440	55.56	27.27	SRR23295635
SRR23295635.17639	1488	49.66	24.30	SRR23295635
SRR23295635.17640	1447	55.36	53.89	SRR23295635
SRR23295635.17641	1481	49.36	55.70	SRR23295635
SRR23295635.17642	1468	57.90	22.17	SRR23295635
SRR23295635.17643	1422	56.47	93.00	SRR23295635
SRR23295635.17644	1422	52.74	26.09	SRR23295635
SRR23295635.17645	1414	53.61	92.94	SRR23295635
SRR23295635.17646	1470	55.85	22.95	SRR23295635
SRR23295635.17647	1442	59.08	36.37	SRR23295635
SRR23295635.17648	1388	55.69	29.41	SRR23295635
SRR23295635.17649	1400	54.64	26.23	SRR23295635
SRR23295635.17650	1446	50.35	31.94	SRR23295635
SRR23295635.17651	1463	58.24	25.90	SRR23295635
SRR23295635.17652	1529	56.70	24.73	SRR23295635
SRR23295635.17653	1418	51.20	34.81	SRR23295635
SRR23295635.17654	1468	53.13	28.18	SRR23295635
SRR23295635.17655	1414	52.05	34.72	SRR23295635
SRR23295635.17656	1448	55.94	23.91	SRR23295635
SRR23295635.17657	1482	49.39	42.32	SRR23295635
SRR23295635.17658	1465	55.15	92.89	SRR23295635
SRR23295635.17659	1470	53.81	79.06	SRR23295635
SRR23295635.17660	1490	51.81	44.77	SRR23295635
SRR23295635.17662	1448	50.48	93.00	SRR23295635
SRR23295635.17663	1417	56.88	21.60	SRR23295635
SRR23295635.17664	1422	54.36	22.37	SRR23295635
SRR23295635.17665	1481	49.36	93.00	SRR23295635
SRR23295635.17666	1482	49.46	50.38	SRR23295635
SRR23295635.17667	1484	55.32	93.00	SRR23295635
SRR23295635.17668	1449	55.97	93.00	SRR23295635
SRR23295635.17670	1475	56.07	25.32	SRR23295635
SRR23295635.17671	1414	53.96	93.00	SRR23295635
SRR23295635.17672	1418	56.42	31.19	SRR23295635
SRR23295635.17673	1443	56.41	49.24	SRR23295635
SRR23295635.17674	1423	50.25	58.21	SRR23295635
SRR23295635.17675	1532	55.94	89.71	SRR23295635
SRR23295635.17676	1484	55.39	44.20	SRR23295635
SRR23295635.17677	1425	51.86	23.60	SRR23295635
SRR23295635.17678	1463	57.55	26.01	SRR23295635
SRR23295635.17679	1473	51.32	24.28	SRR23295635
SRR23295635.17680	1481	49.63	92.94	SRR23295635
SRR23295635.17681	1448	51.38	92.99	SRR23295635
SRR23295635.17682	1456	56.94	37.07	SRR23295635
SRR23295635.17683	1440	57.71	93.00	SRR23295635
SRR23295635.17684	1452	57.09	28.03	SRR23295635
SRR23295635.17685	1437	56.58	56.43	SRR23295635
SRR23295635.17686	1426	56.31	93.00	SRR23295635
SRR23295635.17687	1408	55.97	28.05	SRR23295635
SRR23295635.17688	1438	55.63	92.99	SRR23295635
SRR23295635.17689	1444	56.02	25.21	SRR23295635
SRR23295635.17690	1413	54.35	44.91	SRR23295635
SRR23295635.17691	1483	49.09	26.57	SRR23295635
SRR23295635.17692	1480	49.53	53.15	SRR23295635
SRR23295635.17693	1457	56.69	26.47	SRR23295635
SRR23295635.17694	1411	46.14	25.42	SRR23295635
SRR23295635.17695	1482	58.23	40.57	SRR23295635
SRR23295635.17696	1495	52.17	28.76	SRR23295635
SRR23295635.17697	1467	49.35	93.00	SRR23295635
SRR23295635.17698	1424	52.81	40.96	SRR23295635
SRR23295635.17699	1453	57.60	28.17	SRR23295635
SRR23295635.17700	1489	56.15	34.47	SRR23295635
SRR23295635.17701	1448	60.64	34.39	SRR23295635
SRR23295635.17702	1461	57.15	76.70	SRR23295635
SRR23295635.17703	1451	55.75	28.59	SRR23295635
SRR23295635.17704	2066	66.46	26.81	SRR23295635
SRR23295635.17705	1489	49.36	21.39	SRR23295635
SRR23295635.17706	1423	51.93	43.33	SRR23295635
SRR23295635.17707	1451	56.79	20.67	SRR23295635
SRR23295635.17708	1546	32.15	88.02	SRR23295635
SRR23295635.17709	1444	52.01	25.44	SRR23295635
SRR23295635.17710	1481	49.56	38.57	SRR23295635
SRR23295635.17711	1443	55.44	34.84	SRR23295635
SRR23295635.17712	1458	58.09	67.62	SRR23295635
SRR23295635.17713	1481	49.43	87.33	SRR23295635
SRR23295635.17714	1468	56.27	27.02	SRR23295635
SRR23295635.17715	1396	52.87	68.29	SRR23295635
SRR23295635.17717	1438	55.70	93.00	SRR23295635
SRR23295635.17718	1478	49.46	30.90	SRR23295635
SRR23295635.17719	1441	56.35	92.36	SRR23295635
SRR23295635.17720	1427	53.33	22.03	SRR23295635
SRR23295635.17721	1402	55.99	23.17	SRR23295635
SRR23295635.17722	1477	49.29	20.79	SRR23295635
SRR23295635.17723	1449	57.07	38.04	SRR23295635
SRR23295635.17724	1481	49.56	37.70	SRR23295635
SRR23295635.17725	1429	55.91	43.36	SRR23295635
SRR23295635.17726	1389	56.37	24.62	SRR23295635
SRR23295635.17727	1453	58.50	46.62	SRR23295635
SRR23295635.17728	1402	39.30	22.54	SRR23295635
SRR23295635.17729	1447	57.43	29.42	SRR23295635
SRR23295635.17730	1481	49.56	89.84	SRR23295635
SRR23295635.17731	1452	56.06	25.55	SRR23295635
SRR23295635.17732	1431	46.75	93.00	SRR23295635
SRR23295635.17733	1482	49.53	56.53	SRR23295635
SRR23295635.17734	1975	49.72	25.60	SRR23295635
SRR23295635.17735	1412	39.31	32.76	SRR23295635
SRR23295635.17736	1424	53.44	93.00	SRR23295635
SRR23295635.17737	1438	59.53	69.56	SRR23295635
SRR23295635.17738	1481	49.56	43.65	SRR23295635
SRR23295635.17739	1474	50.27	22.86	SRR23295635
SRR23295635.17740	1453	56.57	27.60	SRR23295635
SRR23295635.17741	1439	57.61	26.97	SRR23295635
SRR23295635.17742	1424	52.81	93.00	SRR23295635
SRR23295635.17743	1420	56.55	45.47	SRR23295635
