#id	length	GC	avg.qual	sample
SRR23295635.1216	1544	32.19	33.30	SRR23295635
SRR23295635.1217	1359	49.45	35.10	SRR23295635
SRR23295635.1218	1410	52.41	68.94	SRR23295635
SRR23295635.1219	1450	55.86	68.73	SRR23295635
SRR23295635.1220	1463	55.78	22.30	SRR23295635
SRR23295635.1221	1458	58.23	93.00	SRR23295635
SRR23295635.1222	1477	54.57	21.69	SRR23295635
SRR23295635.1223	1495	49.43	23.95	SRR23295635
SRR23295635.1224	1485	54.34	53.32	SRR23295635
SRR23295635.1225	1490	55.23	24.92	SRR23295635
SRR23295635.1226	1480	49.59	39.69	SRR23295635
SRR23295635.1228	1465	54.47	32.78	SRR23295635
SRR23295635.1229	1486	50.20	35.32	SRR23295635
SRR23295635.1230	1448	56.63	43.77	SRR23295635
SRR23295635.1231	1471	55.95	22.39	SRR23295635
SRR23295635.1232	1472	54.82	20.81	SRR23295635
SRR23295635.1233	1457	55.04	88.42	SRR23295635
SRR23295635.1234	1479	49.70	21.57	SRR23295635
SRR23295635.1235	1399	55.90	27.81	SRR23295635
SRR23295635.1236	1459	57.23	45.58	SRR23295635
SRR23295635.1237	1452	56.40	23.92	SRR23295635
SRR23295635.1238	1460	57.81	29.59	SRR23295635
SRR23295635.1239	1452	56.89	33.46	SRR23295635
SRR23295635.1240	1482	49.53	93.00	SRR23295635
SRR23295635.1241	1385	56.32	33.13	SRR23295635
SRR23295635.1242	1465	55.22	24.65	SRR23295635
SRR23295635.1243	1485	54.81	23.57	SRR23295635
SRR23295635.1244	1448	56.01	93.00	SRR23295635
SRR23295635.1245	1474	58.68	89.11	SRR23295635
SRR23295635.1246	1448	51.38	54.63	SRR23295635
SRR23295635.1247	1493	49.23	21.84	SRR23295635
SRR23295635.1248	1410	55.25	44.91	SRR23295635
SRR23295635.1249	1445	55.85	24.19	SRR23295635
SRR23295635.1250	1427	53.19	32.53	SRR23295635
SRR23295635.1251	1447	56.25	32.02	SRR23295635
SRR23295635.1252	1460	57.81	51.55	SRR23295635
SRR23295635.1253	1404	51.50	92.54	SRR23295635
SRR23295635.1254	1525	53.31	64.78	SRR23295635
SRR23295635.1255	1391	52.12	21.66	SRR23295635
SRR23295635.1256	1445	57.16	29.74	SRR23295635
SRR23295635.1257	1390	44.82	34.57	SRR23295635
SRR23295635.1258	1480	49.46	26.44	SRR23295635
SRR23295635.1259	1455	55.88	83.15	SRR23295635
SRR23295635.1260	1451	56.79	29.30	SRR23295635
SRR23295635.1261	1452	57.44	23.06	SRR23295635
SRR23295635.1262	1407	56.08	92.94	SRR23295635
SRR23295635.1263	1452	57.23	42.39	SRR23295635
SRR23295635.1264	1448	56.70	19.90	SRR23295635
SRR23295635.1265	1433	53.80	28.74	SRR23295635
SRR23295635.1266	1441	59.82	39.59	SRR23295635
SRR23295635.1267	1459	58.05	33.51	SRR23295635
SRR23295635.1268	1478	56.70	21.07	SRR23295635
SRR23295635.1269	1448	55.52	24.78	SRR23295635
SRR23295635.1270	1486	50.27	20.82	SRR23295635
SRR23295635.1271	1481	49.56	93.00	SRR23295635
SRR23295635.1272	1408	55.89	24.76	SRR23295635
SRR23295635.1273	1482	49.39	47.94	SRR23295635
SRR23295635.1274	1462	56.98	20.83	SRR23295635
SRR23295635.1275	1432	54.12	21.09	SRR23295635
SRR23295635.1276	1402	56.35	22.39	SRR23295635
SRR23295635.1277	1457	57.45	92.63	SRR23295635
SRR23295635.1278	1481	49.49	53.14	SRR23295635
SRR23295635.1279	1446	57.88	23.02	SRR23295635
SRR23295635.1280	1420	56.41	41.52	SRR23295635
SRR23295635.1281	1448	56.35	33.07	SRR23295635
SRR23295635.1282	1392	51.65	92.93	SRR23295635
SRR23295635.1283	1469	59.02	24.16	SRR23295635
SRR23295635.1284	1451	52.10	27.88	SRR23295635
SRR23295635.1285	1482	49.87	39.36	SRR23295635
SRR23295635.1286	1409	39.32	46.50	SRR23295635
SRR23295635.1287	1370	50.44	93.00	SRR23295635
SRR23295635.1288	1459	57.30	25.93	SRR23295635
SRR23295635.1289	1407	56.15	91.39	SRR23295635
SRR23295635.1290	1409	39.32	57.84	SRR23295635
SRR23295635.1291	1483	49.49	32.82	SRR23295635
SRR23295635.1292	1462	56.77	21.25	SRR23295635
SRR23295635.1293	1472	58.15	20.93	SRR23295635
SRR23295635.1294	1423	50.81	35.50	SRR23295635
SRR23295635.1295	1459	57.16	30.14	SRR23295635
SRR23295635.1296	1455	56.08	29.49	SRR23295635
SRR23295635.1297	1485	49.49	27.25	SRR23295635
SRR23295635.1298	1481	49.43	92.76	SRR23295635
SRR23295635.1299	1431	50.94	30.25	SRR23295635
SRR23295635.1300	1457	56.62	53.63	SRR23295635
SRR23295635.1301	1424	54.49	29.58	SRR23295635
SRR23295635.1302	1423	59.03	23.67	SRR23295635
SRR23295635.1303	1481	49.49	89.10	SRR23295635
SRR23295635.1304	1441	57.18	31.32	SRR23295635
SRR23295635.1305	1447	58.60	27.58	SRR23295635
SRR23295635.1306	861	56.10	92.00	SRR23295635
SRR23295635.1307	1414	53.96	92.98	SRR23295635
SRR23295635.1308	1481	49.49	93.00	SRR23295635
SRR23295635.1309	1481	56.04	25.35	SRR23295635
SRR23295635.1310	1481	49.56	93.00	SRR23295635
SRR23295635.1311	1408	48.65	69.17	SRR23295635
SRR23295635.1312	1443	57.24	72.04	SRR23295635
SRR23295635.1313	1481	49.63	35.16	SRR23295635
SRR23295635.1314	1484	55.39	92.72	SRR23295635
SRR23295635.1315	1495	57.39	23.59	SRR23295635
SRR23295635.1316	1439	57.40	26.48	SRR23295635
SRR23295635.1317	1482	49.60	28.65	SRR23295635
SRR23295635.1318	1406	56.47	31.73	SRR23295635
SRR23295635.1320	1481	49.43	50.71	SRR23295635
SRR23295635.1321	1447	56.12	54.30	SRR23295635
SRR23295635.1322	1424	53.51	35.53	SRR23295635
SRR23295635.1323	1452	53.10	93.00	SRR23295635
SRR23295635.1324	1435	55.96	27.22	SRR23295635
SRR23295635.1325	1481	49.63	83.77	SRR23295635
SRR23295635.1326	1490	57.85	22.81	SRR23295635
SRR23295635.1327	1453	50.52	25.83	SRR23295635
SRR23295635.1328	1457	55.11	93.00	SRR23295635
SRR23295635.1329	1449	56.25	53.47	SRR23295635
SRR23295635.1330	1456	57.55	93.00	SRR23295635
SRR23295635.1331	1433	56.45	35.08	SRR23295635
SRR23295635.1332	1447	55.77	25.52	SRR23295635
SRR23295635.1333	1475	54.98	28.62	SRR23295635
SRR23295635.1334	1469	59.36	22.01	SRR23295635
SRR23295635.1335	1525	50.69	20.91	SRR23295635
SRR23295635.1336	1490	50.40	22.76	SRR23295635
SRR23295635.1337	1448	55.52	20.83	SRR23295635
SRR23295635.1338	1409	39.32	38.48	SRR23295635
SRR23295635.1339	1446	58.23	26.78	SRR23295635
SRR23295635.1340	1459	54.83	21.69	SRR23295635
SRR23295635.1341	1456	57.14	23.16	SRR23295635
SRR23295635.1342	1427	56.20	80.94	SRR23295635
SRR23295635.1343	1412	52.83	21.85	SRR23295635
SRR23295635.1345	1448	52.90	71.58	SRR23295635
SRR23295635.1346	1466	56.55	26.91	SRR23295635
SRR23295635.1347	1444	57.96	31.94	SRR23295635
SRR23295635.1348	1488	57.86	50.03	SRR23295635
SRR23295635.1349	1401	50.89	92.14	SRR23295635
SRR23295635.1350	1476	60.09	29.96	SRR23295635
SRR23295635.1351	1478	49.73	33.23	SRR23295635
SRR23295635.1352	1407	56.29	30.67	SRR23295635
SRR23295635.1354	1435	54.29	21.58	SRR23295635
SRR23295635.1355	1481	49.56	59.46	SRR23295635
SRR23295635.1356	1419	56.03	55.46	SRR23295635
SRR23295635.1357	1446	58.64	46.12	SRR23295635
SRR23295635.1358	1459	56.34	38.55	SRR23295635
SRR23295635.1359	1588	50.13	22.75	SRR23295635
SRR23295635.1360	1477	49.36	25.76	SRR23295635
SRR23295635.1361	1434	54.04	36.32	SRR23295635
SRR23295635.1362	1440	53.12	23.48	SRR23295635
SRR23295635.1363	1414	56.72	30.06	SRR23295635
SRR23295635.1364	1482	49.53	91.42	SRR23295635
SRR23295635.1365	1427	56.20	24.35	SRR23295635
SRR23295635.1366	1447	60.68	92.12	SRR23295635
SRR23295635.1367	1446	57.61	93.00	SRR23295635
SRR23295635.1368	1487	54.00	28.31	SRR23295635
SRR23295635.1369	1447	57.29	34.22	SRR23295635
SRR23295635.1370	1491	55.26	21.48	SRR23295635
SRR23295635.1371	1445	58.96	31.91	SRR23295635
SRR23295635.1372	1486	54.64	30.04	SRR23295635
SRR23295635.1373	1439	57.96	55.58	SRR23295635
SRR23295635.1374	1431	56.04	23.47	SRR23295635
SRR23295635.1375	1407	56.01	59.08	SRR23295635
SRR23295635.1376	1447	54.94	42.54	SRR23295635
SRR23295635.1377	1445	55.64	28.15	SRR23295635
SRR23295635.1378	1395	56.70	66.20	SRR23295635
SRR23295635.1379	1464	56.90	25.42	SRR23295635
SRR23295635.1380	1447	55.84	42.47	SRR23295635
SRR23295635.1381	1422	56.75	93.00	SRR23295635
SRR23295635.1382	1472	56.45	51.52	SRR23295635
SRR23295635.1383	1470	57.07	26.51	SRR23295635
SRR23295635.1384	1481	49.56	92.85	SRR23295635
SRR23295635.1385	1427	56.20	83.97	SRR23295635
SRR23295635.1386	1481	49.56	50.43	SRR23295635
SRR23295635.1387	1482	49.60	54.69	SRR23295635
SRR23295635.1388	1433	58.90	22.40	SRR23295635
SRR23295635.1389	1397	58.63	20.98	SRR23295635
SRR23295635.1390	1548	56.01	22.93	SRR23295635
SRR23295635.1391	1406	39.33	28.70	SRR23295635
SRR23295635.1392	1484	49.66	39.25	SRR23295635
SRR23295635.1393	1481	49.56	44.28	SRR23295635
SRR23295635.1394	1482	56.82	25.22	SRR23295635
SRR23295635.1395	1480	51.62	22.42	SRR23295635
SRR23295635.1396	1467	49.35	71.62	SRR23295635
SRR23295635.1397	1391	56.65	27.12	SRR23295635
SRR23295635.1398	1466	57.23	23.16	SRR23295635
SRR23295635.1399	1463	56.60	87.15	SRR23295635
SRR23295635.1400	1481	49.63	93.00	SRR23295635
SRR23295635.1401	1445	55.29	31.93	SRR23295635
SRR23295635.1402	1453	55.33	32.54	SRR23295635
SRR23295635.1403	1481	49.63	37.14	SRR23295635
SRR23295635.1404	1406	54.69	31.96	SRR23295635
SRR23295635.1405	1389	52.41	92.90	SRR23295635
SRR23295635.1406	1463	56.87	24.43	SRR23295635
SRR23295635.1407	1447	55.70	83.10	SRR23295635
SRR23295635.1408	1404	50.50	20.80	SRR23295635
SRR23295635.1409	1440	57.78	38.58	SRR23295635
SRR23295635.1410	1479	49.36	30.33	SRR23295635
SRR23295635.1411	1465	57.06	23.47	SRR23295635
SRR23295635.1412	1415	52.79	93.00	SRR23295635
SRR23295635.1413	1394	56.38	26.56	SRR23295635
SRR23295635.1414	1496	49.73	20.39	SRR23295635
SRR23295635.1415	1440	55.07	23.45	SRR23295635
SRR23295635.1416	1481	49.43	34.92	SRR23295635
SRR23295635.1417	1407	56.50	72.28	SRR23295635
SRR23295635.1418	1483	49.36	41.70	SRR23295635
SRR23295635.1419	1447	56.19	92.63	SRR23295635
SRR23295635.1420	1428	54.55	19.97	SRR23295635
SRR23295635.1421	1481	49.63	32.07	SRR23295635
SRR23295635.1422	1406	56.54	27.46	SRR23295635
SRR23295635.1423	1448	56.56	22.17	SRR23295635
SRR23295635.1424	1411	55.56	36.34	SRR23295635
SRR23295635.1425	1487	55.48	28.36	SRR23295635
SRR23295635.1426	1470	54.83	31.55	SRR23295635
SRR23295635.1427	1457	55.18	45.92	SRR23295635
SRR23295635.1428	1455	58.01	26.31	SRR23295635
SRR23295635.1429	1481	49.70	34.01	SRR23295635
SRR23295635.1430	1481	49.56	92.97	SRR23295635
SRR23295635.1431	1482	49.60	93.00	SRR23295635
SRR23295635.1432	1478	54.40	27.03	SRR23295635
SRR23295635.1433	1454	58.18	23.47	SRR23295635
SRR23295635.1434	858	57.11	93.00	SRR23295635
SRR23295635.1435	1426	54.14	92.99	SRR23295635
SRR23295635.1436	1444	54.92	25.67	SRR23295635
SRR23295635.1437	1443	59.18	25.88	SRR23295635
SRR23295635.1438	1427	52.21	52.55	SRR23295635
SRR23295635.1439	1483	49.56	78.55	SRR23295635
SRR23295635.1440	1481	49.63	31.38	SRR23295635
SRR23295635.1441	1482	49.39	47.33	SRR23295635
SRR23295635.1442	1493	55.73	21.47	SRR23295635
SRR23295635.1443	1411	39.40	22.90	SRR23295635
SRR23295635.1444	1445	58.06	29.62	SRR23295635
SRR23295635.1445	1436	55.78	25.89	SRR23295635
SRR23295635.1446	1444	56.93	24.98	SRR23295635
SRR23295635.1447	1424	56.32	27.08	SRR23295635
SRR23295635.1448	1450	58.69	30.67	SRR23295635
SRR23295635.1449	1503	52.69	22.26	SRR23295635
SRR23295635.1450	1482	49.46	48.51	SRR23295635
SRR23295635.1451	1482	49.66	24.42	SRR23295635
SRR23295635.1452	1425	55.79	35.19	SRR23295635
SRR23295635.1453	1484	55.26	33.37	SRR23295635
SRR23295635.1454	1468	54.29	27.04	SRR23295635
SRR23295635.1455	1423	56.43	66.52	SRR23295635
SRR23295635.1456	1480	49.53	31.31	SRR23295635
SRR23295635.1457	1482	49.39	70.47	SRR23295635
SRR23295635.1458	1411	39.40	59.06	SRR23295635
SRR23295635.1459	1420	51.27	93.00	SRR23295635
SRR23295635.1460	1446	55.12	36.60	SRR23295635
SRR23295635.1461	1474	49.25	25.94	SRR23295635
SRR23295635.1462	1429	57.73	33.04	SRR23295635
SRR23295635.1463	1506	50.13	26.97	SRR23295635
SRR23295635.1464	1449	57.21	29.13	SRR23295635
SRR23295635.1465	1396	54.58	40.43	SRR23295635
SRR23295635.1466	1448	54.97	64.41	SRR23295635
SRR23295635.1467	1425	56.35	23.99	SRR23295635
SRR23295635.1468	1480	49.53	35.15	SRR23295635
SRR23295635.1469	1425	55.72	91.41	SRR23295635
SRR23295635.1470	1422	57.88	24.73	SRR23295635
SRR23295635.1471	1422	52.46	58.46	SRR23295635
SRR23295635.1472	1481	49.49	32.90	SRR23295635
SRR23295635.1473	1474	54.14	22.03	SRR23295635
SRR23295635.1474	1456	55.22	30.57	SRR23295635
SRR23295635.1475	1483	49.56	28.16	SRR23295635
SRR23295635.1476	1384	56.58	30.29	SRR23295635
SRR23295635.1477	1418	51.20	29.66	SRR23295635
SRR23295635.1478	1465	51.26	23.91	SRR23295635
SRR23295635.1479	1400	55.64	20.54	SRR23295635
SRR23295635.1480	1479	49.36	37.64	SRR23295635
SRR23295635.1481	1436	51.32	26.26	SRR23295635
SRR23295635.1482	1422	56.19	35.46	SRR23295635
SRR23295635.1483	1446	54.98	53.60	SRR23295635
SRR23295635.1484	1405	53.67	29.32	SRR23295635
SRR23295635.1486	1527	47.22	27.95	SRR23295635
SRR23295635.1487	1481	49.56	34.60	SRR23295635
SRR23295635.1488	1443	54.68	93.00	SRR23295635
SRR23295635.1489	1448	51.38	42.61	SRR23295635
SRR23295635.1490	1473	55.19	27.06	SRR23295635
SRR23295635.1491	1418	51.27	37.52	SRR23295635
SRR23295635.1492	1458	57.27	31.78	SRR23295635
SRR23295635.1493	1405	56.16	20.46	SRR23295635
SRR23295635.1494	1509	58.65	29.37	SRR23295635
SRR23295635.1495	1449	52.45	23.38	SRR23295635
SRR23295635.1496	1481	49.56	35.77	SRR23295635
SRR23295635.1497	1459	57.51	39.64	SRR23295635
SRR23295635.1498	1391	52.26	32.01	SRR23295635
SRR23295635.1499	1439	51.01	28.00	SRR23295635
SRR23295635.1500	1410	52.34	93.00	SRR23295635
SRR23295635.1501	1483	49.56	35.59	SRR23295635
SRR23295635.1502	1505	52.76	23.12	SRR23295635
SRR23295635.1503	1482	49.53	39.36	SRR23295635
SRR23295635.1504	1408	55.75	20.67	SRR23295635
SRR23295635.1505	1481	49.36	40.41	SRR23295635
SRR23295635.1506	1488	55.58	29.43	SRR23295635
SRR23295635.1507	1423	57.13	31.94	SRR23295635
SRR23295635.1508	1476	57.86	22.99	SRR23295635
SRR23295635.1509	1452	57.37	44.96	SRR23295635
SRR23295635.1510	1420	51.27	93.00	SRR23295635
SRR23295635.1511	1437	56.78	61.57	SRR23295635
SRR23295635.1512	1431	49.97	20.12	SRR23295635
SRR23295635.1513	1479	49.43	29.50	SRR23295635
SRR23295635.1514	1458	57.54	42.64	SRR23295635
SRR23295635.1515	1445	56.33	25.98	SRR23295635
SRR23295635.1516	1481	49.56	73.60	SRR23295635
SRR23295635.1517	1433	57.08	26.33	SRR23295635
SRR23295635.1518	1442	56.24	31.88	SRR23295635
SRR23295635.1519	1484	55.46	34.06	SRR23295635
SRR23295635.1520	1503	56.09	22.52	SRR23295635
SRR23295635.1521	1429	56.26	29.36	SRR23295635
SRR23295635.1522	1407	56.01	92.06	SRR23295635
SRR23295635.1523	1435	55.68	24.10	SRR23295635
SRR23295635.1524	1434	56.56	32.42	SRR23295635
SRR23295635.1525	1481	49.36	92.53	SRR23295635
SRR23295635.1526	1456	56.80	32.87	SRR23295635
SRR23295635.1527	1382	52.39	26.58	SRR23295635
SRR23295635.1528	1444	56.30	24.13	SRR23295635
SRR23295635.1529	1484	55.39	85.74	SRR23295635
SRR23295635.1530	1448	51.31	70.53	SRR23295635
SRR23295635.1531	1449	55.97	27.34	SRR23295635
SRR23295635.1532	1466	57.23	23.03	SRR23295635
SRR23295635.1533	1457	56.76	28.86	SRR23295635
SRR23295635.1534	1464	56.63	21.82	SRR23295635
SRR23295635.1535	1443	55.79	25.23	SRR23295635
SRR23295635.1536	1387	56.24	25.20	SRR23295635
SRR23295635.1537	1455	55.88	21.61	SRR23295635
SRR23295635.1538	1479	49.63	32.20	SRR23295635
SRR23295635.1539	1457	56.14	34.95	SRR23295635
SRR23295635.1540	1480	49.46	30.26	SRR23295635
SRR23295635.1541	1481	49.43	89.35	SRR23295635
SRR23295635.1542	1476	50.95	20.97	SRR23295635
SRR23295635.1543	1407	55.93	93.00	SRR23295635
SRR23295635.1544	1446	55.88	32.09	SRR23295635
SRR23295635.1545	1452	60.81	29.80	SRR23295635
SRR23295635.1546	1471	57.65	22.11	SRR23295635
SRR23295635.1547	1427	54.03	26.14	SRR23295635
SRR23295635.1548	1481	49.49	33.12	SRR23295635
SRR23295635.1549	1779	48.34	28.56	SRR23295635
SRR23295635.1550	1475	60.20	85.04	SRR23295635
SRR23295635.1551	1481	49.56	93.00	SRR23295635
SRR23295635.1552	1438	54.94	93.00	SRR23295635
SRR23295635.1553	1468	56.34	25.40	SRR23295635
SRR23295635.1554	1484	49.66	23.36	SRR23295635
SRR23295635.1555	1484	55.32	86.39	SRR23295635
SRR23295635.1556	1481	48.62	29.55	SRR23295635
SRR23295635.1557	1370	52.04	25.44	SRR23295635
SRR23295635.1558	1448	54.97	93.00	SRR23295635
SRR23295635.1559	1443	57.93	30.79	SRR23295635
SRR23295635.1560	1413	48.41	25.29	SRR23295635
SRR23295635.1561	1424	52.74	64.90	SRR23295635
SRR23295635.1562	1433	50.10	93.00	SRR23295635
SRR23295635.1563	1460	55.14	32.22	SRR23295635
SRR23295635.1564	1413	53.22	93.00	SRR23295635
SRR23295635.1565	1468	55.11	27.27	SRR23295635
SRR23295635.1566	1438	53.34	23.27	SRR23295635
SRR23295635.1567	1455	56.08	27.38	SRR23295635
SRR23295635.1568	1418	57.40	22.75	SRR23295635
SRR23295635.1569	1424	52.81	68.33	SRR23295635
SRR23295635.1570	1389	56.59	54.43	SRR23295635
SRR23295635.1571	1448	57.11	84.61	SRR23295635
SRR23295635.1572	1481	49.43	93.00	SRR23295635
SRR23295635.1573	1481	49.22	23.18	SRR23295635
SRR23295635.1574	1408	56.04	36.33	SRR23295635
SRR23295635.1575	1407	56.36	24.89	SRR23295635
SRR23295635.1576	1452	57.16	60.46	SRR23295635
SRR23295635.1577	1424	53.51	29.70	SRR23295635
SRR23295635.1578	1428	56.72	91.70	SRR23295635
SRR23295635.1579	1407	55.65	43.39	SRR23295635
SRR23295635.1580	1483	49.63	34.53	SRR23295635
SRR23295635.1581	1465	45.60	92.93	SRR23295635
SRR23295635.1582	1447	55.63	43.78	SRR23295635
SRR23295635.1583	1481	49.56	93.00	SRR23295635
SRR23295635.1584	1476	49.19	23.24	SRR23295635
SRR23295635.1585	863	56.08	36.36	SRR23295635
SRR23295635.1586	1427	54.38	21.69	SRR23295635
SRR23295635.1587	1420	56.41	70.33	SRR23295635
SRR23295635.1588	1471	49.69	20.70	SRR23295635
SRR23295635.1589	1397	57.12	24.11	SRR23295635
SRR23295635.1590	1440	55.76	93.00	SRR23295635
SRR23295635.1591	1464	56.01	32.73	SRR23295635
SRR23295635.1592	1411	41.74	30.48	SRR23295635
SRR23295635.1593	1481	49.56	93.00	SRR23295635
SRR23295635.1594	1458	58.23	93.00	SRR23295635
SRR23295635.1595	1507	50.10	26.70	SRR23295635
SRR23295635.1596	1465	51.13	21.57	SRR23295635
SRR23295635.1597	1446	58.85	93.00	SRR23295635
SRR23295635.1598	1482	49.33	44.59	SRR23295635
SRR23295635.1599	1407	57.00	28.14	SRR23295635
SRR23295635.1600	1481	49.36	35.06	SRR23295635
SRR23295635.1601	1448	51.38	93.00	SRR23295635
SRR23295635.1602	1425	59.09	34.11	SRR23295635
SRR23295635.1603	1446	56.09	23.72	SRR23295635
SRR23295635.1604	1483	58.53	23.16	SRR23295635
SRR23295635.1605	1439	53.44	67.77	SRR23295635
SRR23295635.1606	1428	52.80	26.58	SRR23295635
SRR23295635.1607	1465	54.88	93.00	SRR23295635
SRR23295635.1608	1407	56.01	93.00	SRR23295635
SRR23295635.1609	1468	56.54	25.60	SRR23295635
SRR23295635.1610	1446	55.88	30.11	SRR23295635
SRR23295635.1611	1484	55.53	58.88	SRR23295635
SRR23295635.1612	1443	57.24	59.74	SRR23295635
SRR23295635.1613	1430	56.29	20.15	SRR23295635
SRR23295635.1614	1481	49.56	71.64	SRR23295635
SRR23295635.1615	1458	56.10	29.72	SRR23295635
SRR23295635.1616	1445	58.48	60.59	SRR23295635
SRR23295635.1617	1448	52.62	93.00	SRR23295635
SRR23295635.1618	1427	56.20	82.01	SRR23295635
SRR23295635.1619	1458	58.50	22.75	SRR23295635
SRR23295635.1620	1482	49.53	60.71	SRR23295635
SRR23295635.1621	1481	49.43	46.65	SRR23295635
SRR23295635.1622	1487	55.48	24.06	SRR23295635
SRR23295635.1623	1423	54.67	23.74	SRR23295635
SRR23295635.1624	1389	56.52	29.00	SRR23295635
SRR23295635.1625	1482	49.53	35.57	SRR23295635
SRR23295635.1626	1416	55.72	21.42	SRR23295635
SRR23295635.1627	1425	53.40	36.23	SRR23295635
SRR23295635.1628	1448	51.31	37.30	SRR23295635
SRR23295635.1629	1481	49.43	93.00	SRR23295635
SRR23295635.1630	1418	50.14	26.34	SRR23295635
SRR23295635.1631	1414	58.13	42.68	SRR23295635
SRR23295635.1632	1464	54.99	50.12	SRR23295635
SRR23295635.1633	1410	48.16	93.00	SRR23295635
SRR23295635.1634	1468	51.09	33.06	SRR23295635
SRR23295635.1635	1410	50.92	81.63	SRR23295635
SRR23295635.1636	1450	55.59	28.61	SRR23295635
SRR23295635.1637	1434	57.53	28.28	SRR23295635
SRR23295635.1638	1481	49.49	93.00	SRR23295635
SRR23295635.1639	1458	56.38	25.92	SRR23295635
SRR23295635.1640	1483	49.49	27.52	SRR23295635
SRR23295635.1641	1475	56.20	25.18	SRR23295635
SRR23295635.1642	1481	49.36	68.68	SRR23295635
SRR23295635.1643	1448	53.25	69.32	SRR23295635
SRR23295635.1644	1481	49.49	93.00	SRR23295635
SRR23295635.1645	1471	50.31	23.04	SRR23295635
SRR23295635.1646	1458	57.41	38.00	SRR23295635
SRR23295635.1647	1438	56.05	20.76	SRR23295635
SRR23295635.1648	1414	55.73	85.59	SRR23295635
SRR23295635.1649	1463	57.42	29.08	SRR23295635
SRR23295635.1650	1442	55.55	48.49	SRR23295635
SRR23295635.1651	1440	55.76	81.28	SRR23295635
SRR23295635.1652	1450	55.66	28.61	SRR23295635
SRR23295635.1653	1407	56.22	35.48	SRR23295635
SRR23295635.1654	1442	57.28	39.37	SRR23295635
SRR23295635.1655	1438	53.13	62.57	SRR23295635
SRR23295635.1656	1451	54.45	27.49	SRR23295635
SRR23295635.1657	1484	55.59	92.88	SRR23295635
SRR23295635.1658	1427	55.71	28.71	SRR23295635
SRR23295635.1659	1385	56.17	92.93	SRR23295635
SRR23295635.1660	1482	56.34	20.55	SRR23295635
SRR23295635.1661	1494	56.96	23.05	SRR23295635
SRR23295635.1662	1389	56.59	34.67	SRR23295635
SRR23295635.1663	1468	56.13	20.84	SRR23295635
SRR23295635.1664	1450	54.97	33.12	SRR23295635
SRR23295635.1665	1429	55.56	23.13	SRR23295635
SRR23295635.1666	1487	55.62	93.00	SRR23295635
SRR23295635.1667	1389	56.59	38.15	SRR23295635
SRR23295635.1668	1456	57.35	36.57	SRR23295635
SRR23295635.1669	1478	57.98	25.40	SRR23295635
SRR23295635.1670	1424	51.83	30.40	SRR23295635
SRR23295635.1671	1419	53.42	35.14	SRR23295635
SRR23295635.1672	1447	56.19	53.60	SRR23295635
SRR23295635.1673	1482	49.53	31.45	SRR23295635
SRR23295635.1674	1420	56.69	24.68	SRR23295635
SRR23295635.1675	1418	57.69	20.92	SRR23295635
SRR23295635.1676	1467	57.26	81.20	SRR23295635
SRR23295635.1677	1436	43.59	56.43	SRR23295635
SRR23295635.1678	1411	56.20	31.45	SRR23295635
SRR23295635.1680	1427	57.46	34.33	SRR23295635
SRR23295635.1681	1436	54.25	23.07	SRR23295635
SRR23295635.1682	1447	56.19	22.59	SRR23295635
SRR23295635.1683	1450	57.38	33.59	SRR23295635
SRR23295635.1684	1468	49.66	31.51	SRR23295635
SRR23295635.1685	1427	56.20	39.86	SRR23295635
SRR23295635.1686	1513	53.21	27.72	SRR23295635
SRR23295635.1687	1481	55.37	28.24	SRR23295635
SRR23295635.1688	1478	49.53	36.69	SRR23295635
SRR23295635.1689	1438	53.13	92.94	SRR23295635
SRR23295635.1690	1411	53.72	66.39	SRR23295635
SRR23295635.1691	1414	55.80	93.00	SRR23295635
SRR23295635.1692	1481	49.56	93.00	SRR23295635
SRR23295635.1693	1471	57.10	28.04	SRR23295635
SRR23295635.1694	1482	49.39	55.73	SRR23295635
SRR23295635.1695	1487	49.36	29.08	SRR23295635
SRR23295635.1696	1447	50.66	20.63	SRR23295635
SRR23295635.1697	1481	49.56	91.74	SRR23295635
SRR23295635.1698	1426	45.02	60.53	SRR23295635
SRR23295635.1699	1481	49.49	29.36	SRR23295635
SRR23295635.1700	1504	52.26	21.85	SRR23295635
SRR23295635.1701	1480	49.59	21.53	SRR23295635
SRR23295635.1702	1483	55.36	29.02	SRR23295635
SRR23295635.1703	1456	54.95	52.76	SRR23295635
SRR23295635.1704	1665	50.51	26.57	SRR23295635
SRR23295635.1705	1437	57.34	28.11	SRR23295635
SRR23295635.1706	1447	50.38	25.00	SRR23295635
SRR23295635.1707	1487	55.48	30.11	SRR23295635
SRR23295635.1708	1482	49.33	35.74	SRR23295635
SRR23295635.1709	1452	57.30	55.62	SRR23295635
SRR23295635.1710	1443	55.79	27.41	SRR23295635
SRR23295635.1711	1476	54.67	20.01	SRR23295635
SRR23295635.1712	1478	57.98	29.86	SRR23295635
SRR23295635.1713	1418	55.78	25.10	SRR23295635
SRR23295635.1714	1434	56.42	22.96	SRR23295635
SRR23295635.1715	1481	49.36	42.13	SRR23295635
SRR23295635.1716	1481	49.49	36.71	SRR23295635
SRR23295635.1717	1413	61.22	62.49	SRR23295635
SRR23295635.1718	1480	49.39	91.85	SRR23295635
SRR23295635.1719	1481	49.49	65.70	SRR23295635
SRR23295635.1720	1481	49.56	30.10	SRR23295635
